politica,paso,accion,escenario,latencia,perdida,bw,recompensa
Siempre Ruta B,36,1,normal,0.4,0.0,951.6,1.37944
Siempre Ruta B,37,1,normal,0.1,0.0,978.9,1.39126
Siempre Ruta B,38,1,normal,0.1,0.0,990.2,1.39578
Siempre Ruta B,39,1,normal,0.5,0.0,981.0,1.3909
Siempre Ruta B,40,1,normal,0.4,0.0,955.1,1.38084
Siempre Ruta B,41,1,normal,0.3,0.0,981.4,1.39166
Siempre Ruta B,42,1,normal,0.2,0.0,985.5,1.3936000000000002
Siempre Ruta B,43,1,normal,0.4,0.0,964.1,1.3844400000000001
Siempre Ruta B,44,1,normal,0.5,0.0,964.7,1.3843800000000002
Siempre Ruta B,45,1,normal,0.2,0.0,996.3,1.39792
Siempre Ruta B,46,1,normal,0.2,0.0,953.0,1.3806
Siempre Ruta B,47,1,normal,0.2,0.0,968.3,1.38672
Siempre Ruta B,48,1,normal,0.1,0.0,951.0,1.3801
Siempre Ruta B,49,1,normal,0.2,0.0,995.5,1.3976000000000002
Siempre Ruta B,50,1,normal,0.3,0.0,986.1,1.39354
Siempre Ruta B,51,1,normal,0.4,0.0,998.3,1.39812
Siempre Ruta B,52,1,normal,0.2,0.0,950.3,1.37952
Siempre Ruta B,53,1,normal,0.3,0.0,976.8,1.38982
Siempre Ruta B,54,1,normal,0.2,0.0,967.7,1.3864800000000002
Siempre Ruta B,55,1,normal,0.2,0.0,985.2,1.39348
Siempre Ruta B,56,1,normal,0.2,0.0,995.4,1.39756
Siempre Ruta B,57,1,normal,0.2,0.0,980.9,1.39176
Siempre Ruta B,58,1,normal,0.4,0.0,995.7,1.39708
Siempre Ruta B,59,1,normal,0.1,0.0,966.2,1.38618
Siempre Ruta B,60,1,normal,0.5,0.0,950.8,1.37882
Siempre Ruta B,61,1,normal,0.4,0.0,964.3,1.38452
Siempre Ruta B,62,1,normal,0.4,0.0,971.7,1.38748
Siempre Ruta B,63,1,perdida_2,0.1,0.0,985.4,1.39386
Siempre Ruta B,64,1,perdida_2,0.3,0.0,983.6,1.3925400000000001
Siempre Ruta B,65,1,perdida_2,0.2,0.0,965.3,1.38552
Siempre Ruta B,66,1,perdida_2,0.3,0.0,976.3,1.3896199999999999
Siempre Ruta B,67,1,perdida_2,0.5,0.0,960.0,1.3825
Siempre Ruta B,68,1,perdida_2,0.1,0.0,973.2,1.38898
Siempre Ruta B,69,1,perdida_2,0.4,0.0,966.3,1.38532
Siempre Ruta B,70,1,perdida_2,0.4,0.0,981.5,1.3914
Siempre Ruta B,71,1,perdida_2,0.4,0.0,997.5,1.3978000000000002
Siempre Ruta B,72,1,perdida_2,0.2,0.0,964.1,1.38504
Siempre Ruta B,73,1,perdida_2,0.3,0.0,989.4,1.39486
Siempre Ruta B,74,1,perdida_2,0.5,0.0,959.1,1.3821400000000001
Siempre Ruta B,75,1,perdida_2,0.4,0.0,989.5,1.3946
Siempre Ruta B,76,1,perdida_2,0.2,0.0,992.8,1.39652
Siempre Ruta B,77,1,perdida_2,0.2,0.0,999.9,1.3993600000000002
Siempre Ruta B,78,1,perdida_2,0.3,0.0,951.6,1.37974
Siempre Ruta B,79,1,perdida_2,0.3,0.0,960.0,1.3831
Siempre Ruta B,80,1,perdida_2,0.2,0.0,963.3,1.38472
Siempre Ruta B,81,1,perdida_2,0.3,0.0,995.2,1.39718
Siempre Ruta B,82,1,perdida_2,0.4,0.0,954.5,1.3806
Siempre Ruta B,83,1,perdida_2,0.5,0.0,960.9,1.38286
Siempre Ruta B,84,1,perdida_2,0.2,0.0,995.9,1.39776
Siempre Ruta B,85,1,perdida_2,0.1,0.0,983.3,1.39302
Siempre Ruta B,86,1,perdida_2,0.5,0.0,973.6,1.38794
Siempre Ruta B,87,1,perdida_2,0.1,0.0,953.6,1.38114
Siempre Ruta B,88,1,perdida_2,0.1,0.0,985.0,1.3937
Siempre Ruta B,89,1,perdida_2,0.2,0.0,993.2,1.39668
Siempre Ruta B,90,1,perdida_2,0.4,0.0,984.3,1.39252
Siempre Ruta B,91,1,perdida_2,0.1,0.0,965.9,1.38606
Siempre Ruta B,92,1,perdida_2,0.2,0.0,956.2,1.38188
Siempre Ruta B,93,1,perdida_2,0.4,0.0,983.3,1.39212
Siempre Ruta B,94,1,perdida_2,0.3,0.0,958.2,1.38238
Siempre Ruta B,95,1,perdida_2,0.4,0.0,961.6,1.38344
Siempre Ruta B,96,1,perdida_2,0.2,0.0,981.3,1.39192
Siempre Ruta B,97,1,perdida_2,0.1,0.0,981.6,1.39234
Siempre Ruta B,98,1,perdida_2,0.5,0.0,966.5,1.3851
Siempre Ruta B,99,1,perdida_2,0.1,0.0,959.8,1.38362
Siempre Ruta B,100,1,perdida_2,0.1,0.0,953.4,1.38106
Siempre Ruta B,101,1,perdida_2,0.1,0.0,960.6,1.38394
Siempre Ruta B,102,1,perdida_2,0.1,0.0,960.1,1.38374
Siempre Ruta B,103,1,normal_3,0.1,0.0,980.8,1.39202
Siempre Ruta B,104,1,normal_3,0.2,0.0,981.8,1.39212
Siempre Ruta B,105,1,normal_3,0.5,0.0,955.1,1.38054
Siempre Ruta B,106,1,normal_3,0.2,0.0,952.4,1.38036
Siempre Ruta B,107,1,normal_3,0.3,0.0,994.2,1.3967800000000001
Siempre Ruta B,108,1,normal_3,0.4,0.0,978.9,1.39036
Siempre Ruta B,109,1,normal_3,0.4,0.0,966.2,1.38528
Siempre Ruta B,110,1,normal_3,0.5,0.0,989.8,1.39442
Siempre Ruta B,111,1,normal_3,0.3,0.0,971.5,1.3877
Siempre Ruta B,112,1,normal_3,0.4,0.0,981.1,1.39124
Siempre Ruta B,113,1,normal_3,0.2,0.0,996.0,1.3978000000000002
Siempre Ruta B,114,1,normal_3,0.3,0.0,951.0,1.3795
Siempre Ruta B,115,1,normal_3,0.1,0.0,980.5,1.3919000000000001
Siempre Ruta B,116,1,normal_3,0.3,0.0,968.3,1.38642
Siempre Ruta B,117,1,normal_3,0.3,0.0,979.8,1.39102
Siempre Ruta B,118,1,normal_3,0.3,0.0,959.3,1.38282
Siempre Ruta B,119,1,normal_3,0.4,0.0,996.7,1.39748
Siempre Ruta B,120,1,normal_3,0.5,0.0,985.5,1.3927
Siempre Ruta B,121,1,normal_3,0.4,0.0,974.4,1.38856
Siempre Ruta B,122,1,normal_3,0.2,0.0,982.0,1.3922
Siempre Ruta B,123,1,normal_3,0.2,0.0,962.2,1.38428
Siempre Ruta B,124,1,normal_3,0.2,0.0,975.7,1.38968
Siempre Ruta B,125,1,normal_3,0.2,0.0,997.6,1.39844
Siempre Ruta B,126,1,normal_3,0.2,0.0,993.0,1.3966
Siempre Ruta B,127,1,normal_3,0.2,0.0,991.3,1.39592
Siempre Ruta B,128,1,normal_3,0.4,0.0,969.1,1.3864400000000001
Siempre Ruta B,129,1,normal_3,0.3,0.0,986.7,1.39378
Siempre Ruta B,130,1,normal_3,0.3,0.0,962.7,1.38418
Siempre Ruta B,131,1,normal_3,0.3,0.0,965.0,1.3851
Siempre Ruta B,132,1,normal_3,0.2,0.0,955.3,1.38152
Siempre Ruta B,133,1,normal_3,0.3,0.0,988.6,1.3945400000000001
Siempre Ruta B,134,1,normal_3,0.4,0.0,959.1,1.3824400000000001
Siempre Ruta B,135,1,normal_3,0.2,0.0,982.2,1.39228
Siempre Ruta B,136,1,normal_3,0.1,0.0,955.7,1.38198
Siempre Ruta B,137,1,normal_3,0.1,0.0,982.7,1.3927800000000001
Siempre Ruta B,138,1,normal_3,0.4,0.0,983.3,1.39212
Siempre Ruta B,139,1,normal_3,0.2,0.0,998.7,1.3988800000000001
Siempre Ruta B,140,1,normal_3,0.2,0.0,950.7,1.37968
Siempre Ruta B,141,1,normal_3,0.1,0.0,991.0,1.3961000000000001
Siempre Ruta B,142,1,normal_3,0.1,0.0,954.9,1.38166
Siempre Ruta B,143,1,normal_3,0.2,0.0,990.4,1.3955600000000001
Siempre Ruta B,144,1,normal_3,0.4,0.0,997.0,1.3976
Siempre Ruta B,145,1,normal_3,0.4,0.0,960.5,1.383
Siempre Ruta B,146,1,normal_3,0.3,0.0,965.2,1.38518
Siempre Ruta B,147,1,normal_3,0.3,0.0,988.2,1.39438
Siempre Ruta B,148,1,normal_3,0.2,0.0,994.8,1.3973200000000001
Siempre Ruta B,149,1,normal_3,0.1,0.0,969.0,1.3873
Siempre Ruta B,150,1,normal_3,0.5,0.0,983.2,1.39178
Siempre Ruta B,151,1,normal_3,0.4,0.0,960.9,1.3831600000000002
Siempre Ruta B,152,1,normal_3,0.1,0.0,982.3,1.39262
Siempre Ruta B,153,1,normal_3,0.3,0.0,950.1,1.37914
Siempre Ruta B,154,1,normal_3,0.2,0.0,964.6,1.38524
Siempre Ruta B,155,1,normal_3,0.2,0.0,981.2,1.39188
Siempre Ruta B,156,1,normal_3,0.1,0.0,962.6,1.3847399999999999
Siempre Ruta B,157,1,normal_3,0.3,0.0,956.6,1.38174
Siempre Ruta B,158,1,normal_3,0.3,0.0,974.2,1.3887800000000001
Siempre Ruta B,159,1,normal_3,0.4,0.0,977.8,1.38992
Siempre Ruta B,160,1,normal_3,0.2,0.0,989.8,1.39532
Siempre Ruta B,161,1,normal_3,0.3,0.0,954.5,1.3809
Siempre Ruta B,162,1,normal_3,0.3,0.0,989.4,1.39486
Siempre Ruta B,163,1,normal_3,0.2,0.0,973.0,1.3886
Siempre Ruta B,164,1,normal_3,0.5,0.0,956.4,1.38106
Siempre Ruta B,165,1,normal_3,0.2,0.0,956.3,1.38192
Siempre Ruta B,166,1,normal_3,0.3,0.0,987.5,1.3941
Siempre Ruta B,167,1,normal_3,0.1,0.0,990.6,1.39594
Siempre Ruta B,168,1,normal_3,0.5,0.0,960.6,1.38274
Siempre Ruta B,169,1,normal_3,0.3,0.0,970.7,1.38738
Siempre Ruta B,170,1,normal_3,0.4,0.0,982.6,1.39184
Siempre Ruta B,171,1,normal_3,0.5,0.0,981.3,1.39102
Siempre Ruta B,172,1,normal_3,0.2,0.0,970.9,1.38776
Siempre Ruta B,173,1,perdida_2,0.5,0.0,966.3,1.38502
Siempre Ruta B,174,1,perdida_2,0.4,0.0,977.9,1.38996
Siempre Ruta B,175,1,perdida_2,0.3,0.0,996.4,1.3976600000000001
Siempre Ruta B,176,1,perdida_2,0.2,0.0,961.4,1.38396
Siempre Ruta B,177,1,perdida_2,0.4,0.0,962.1,1.38364
Siempre Ruta B,178,1,perdida_2,0.5,0.0,976.3,1.38902
Siempre Ruta B,179,1,perdida_2,0.4,0.0,978.3,1.39012
Siempre Ruta B,180,1,perdida_2,0.4,0.0,958.3,1.38212
Siempre Ruta B,181,1,perdida_2,0.4,0.0,997.5,1.3978000000000002
Siempre Ruta B,182,1,perdida_2,0.1,0.0,999.8,1.39962
Siempre Ruta B,183,1,perdida_2,0.4,0.0,956.3,1.38132
Siempre Ruta B,184,1,perdida_2,0.5,0.0,995.3,1.39662
Siempre Ruta B,185,1,perdida_2,0.5,0.0,999.1,1.3981400000000002
Siempre Ruta B,186,1,perdida_2,0.2,0.0,987.4,1.39436
Siempre Ruta B,187,1,perdida_2,0.1,0.0,989.9,1.39566
Siempre Ruta B,188,1,perdida_2,0.3,0.0,982.8,1.39222
Siempre Ruta B,189,1,perdida_2,0.3,0.0,954.1,1.38074
Siempre Ruta B,190,1,perdida_2,0.3,0.0,968.4,1.38646
Siempre Ruta B,191,1,perdida_2,0.1,0.0,978.6,1.39114
Siempre Ruta B,192,1,perdida_2,0.1,0.0,991.1,1.39614
Siempre Ruta B,193,1,perdida_2,0.4,0.0,973.8,1.38832
Siempre Ruta B,194,1,perdida_2,0.2,0.0,953.8,1.38092
Siempre Ruta B,195,1,perdida_2,0.4,0.0,959.7,1.3826800000000001
Siempre Ruta B,196,1,perdida_2,0.3,0.0,951.1,1.37954
Siempre Ruta B,197,1,perdida_2,0.3,0.0,960.5,1.3833
Siempre Ruta B,198,1,perdida_2,0.2,0.0,951.4,1.37996
Siempre Ruta B,199,1,perdida_2,0.3,0.0,997.6,1.39814
Siempre Ruta B,200,1,perdida_2,0.2,0.0,965.3,1.38552
